id,customer,ordered_at,store_id,subtotal,tax_paid,order_total
9bed808a-5074-4dfb-b1eb-388e2e60a6da,50a2d1c4-d788-4498-a6f7-dd75d4db588f,2016-09-01T15:01:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
b83630c1-0fdc-4cd2-818d-0b6d4384ce86,438005c2-dd1d-48aa-8bfd-7fb06851b5f8,2016-09-01T10:39:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
3b4a03db-7b23-4673-a88a-7f51b01ca497,5261268c-aa94-438a-921a-05efc0d414ac,2016-09-01T07:46:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
3368b213-6687-4338-bf73-b927ae72340f,f8486fce-bc07-4a4f-a6e9-ed6a06ba996c,2016-09-01T14:39:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
739bf2f3-8d20-4159-9124-5451f1e4b136,341ed9b2-1760-4720-a1b1-42681d273c63,2016-09-01T10:57:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
1d81152e-23a9-4ec0-a4ce-e76fc352e6f5,2660b7ac-6c46-4392-8ddc-26194c532341,2016-09-01T08:18:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
de99d8c9-0128-4188-88f7-e44364e8161b,7e52ce3f-191d-4d27-a0a8-76706fd6173c,2016-09-01T11:57:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
4bb7a9cc-61f6-4ddf-809e-6e483af920da,0000bd8e-496c-42aa-9430-fea7f9bd6a96,2016-09-01T07:29:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,400,24,424
3cd8c16e-ba1a-4e32-9fec-2bf03997e063,3b47f466-5256-41a1-951c-efee13597676,2016-09-01T14:06:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,2600,156,2756
6b368db3-7c1a-4e39-8c3a-f31b33a62b81,2480125c-2d37-405c-96b9-ca32b2c75b33,2016-09-01T11:08:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
858944f4-04c5-4997-9572-ca8f0c21a34e,69731d27-9caa-46cf-8933-d01e29b20043,2016-09-01T14:40:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,500,30,530
bc68477b-4ec1-4f03-b995-7cb63a416ff7,7d0a9ece-1d73-43ea-98e7-8bbe21e890ec,2016-09-01T13:10:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
794c6b62-8a7e-4544-8c33-787526954ea9,861181e6-5d97-48a8-bbe4-226caa976140,2016-09-01T07:53:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,700,42,742
73722d30-f481-4e28-bf1d-7e329a44821a,cc1816db-c3dd-4c16-8ea7-18fe313472b9,2016-09-01T07:01:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
855a3a5a-bbfc-48eb-a5d6-65210b31fc3e,1bf35f99-4627-4c80-a5f8-0797538eaf54,2016-09-01T11:15:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,1100,65,1165
d6287f02-006c-4d86-ba3f-bb97df240f0b,96f4e93c-c759-4fc7-b4a3-c8a153858bea,2016-09-01T14:20:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,1700,102,1802
b8f5588c-ae9e-444a-af90-706002f0827f,6faa20a4-1e8f-43a8-9a45-33ae5f675190,2016-09-01T08:47:00,4b6c2304-2b9e-41e4-942a-cf11a1819378,600,36,636
